timestamp,1_executor_shuffleBytesWritten_count,1_jvm_direct_count_value,1_jvm_heap_committed_value,1_jvm_heap_used_value,1_jvm_pools_PS-Survivor-Space_committed_value,1_jvm_pools_PS-Survivor-Space_used_value,2_executor_bytesWritten_count,2_jvm_heap_committed_value,2_jvm_heap_used_value,2_jvm_pools_PS-Old-Gen_used_value,2_jvm_pools_PS-Survivor-Space_committed_value,3_NettyBlockTransfer_shuffle-server_usedDirectMemory_value,3_executor_bytesWritten_count,3_jvm_heap_committed_value,3_jvm_heap_used_value,3_jvm_pools_PS-Eden-Space_committed_value,3_jvm_pools_PS-Eden-Space_used_value,3_jvm_pools_PS-Old-Gen_used_value,3_jvm_pools_PS-Survivor-Space_committed_value,driver_DAGScheduler_job_activeJobs_value,driver_DAGScheduler_job_allJobs_value,driver_DAGScheduler_messageProcessingTime_m15_rate,driver_DAGScheduler_messageProcessingTime_m5_rate,driver_DAGScheduler_stage_waitingStages_value,driver_LiveListenerBus_listenerProcessingTime_org_apache_spark_HeartbeatReceiver_mean_rate,driver_jvm_non-heap_committed_value,driver_jvm_pools_Metaspace_committed_value,driver_jvm_pools_PS-Old-Gen_usage_value,node5_MEM_active,node6_CPU002_Idle%,node6_CPU002_Sys%,node6_CPU004_Idle%,node6_CPU006_Idle%,node6_MEM_active,node6_MEM_memfree,node6_NETPACKET_ib0-read/s,node6_NET_ib0-read-KB/s,node6_NET_ib0-write-KB/s,node7_CPU002_Idle%,node7_MEM_memfree,node8_CPU004_Idle%,node8_CPU006_Idle%,node8_PROC_pswitch,is_anomaly
2018-05-07 15:33:31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.349954,76611584.0,59768832.0,0.0002580772020987,8118.6,100.0,0.0,87.9,100.0,8463.8,735980.5,14.0,2.2,23.9,100.0,736374.6,97.0,100.0,977.6,0
2018-05-07 15:33:32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.522889,77463552.0,60293120.0,0.0002580772020987,8325.4,96.0,4.0,52.0,62.0,8459.5,735985.8,1585.3,81.5,197206.2,98.0,736143.0,98.9,98.0,15026.2,0
2018-05-07 15:33:33,0.0,3.0,1519386624.0,222849224.0,89128960.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.473419,77660160.0,60293120.0,0.0002580772020987,8322.4,100.0,0.0,99.0,99.0,8461.7,735982.9,22.9,2.6,25.0,100.0,735893.3,91.0,73.5,25488.3,0
2018-05-07 15:33:34,0.0,3.0,1519386624.0,226440720.0,89128960.0,0.0,0.0,1512046592.0,256559832.0,35088600.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,0.001108,0.003306,1.0,1.813434,86966272.0,67895296.0,0.0016252959945372,8343.4,100.0,0.0,94.1,100.0,8716.3,735728.7,16.0,1.6,5.6,100.0,735703.0,97.0,100.0,16303.3,0
2018-05-07 15:33:35,0.0,4.0,1519386624.0,275479488.0,89128960.0,0.0,0.0,1512046592.0,272690176.0,35088600.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,0.001108,0.003306,1.0,1.671485,87359488.0,67895296.0,0.0016252959945372,8404.2,100.0,0.0,100.0,100.0,8722.9,735721.5,6.0,0.8,5.7,100.0,735673.0,98.0,100.0,15976.2,0
2018-05-07 15:33:36,14050.0,6.0,1519386624.0,420429304.0,89128960.0,0.0,0.0,1512046592.0,361184776.0,35088600.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,0.001108,0.003306,1.0,14.596195000000002,91488256.0,69206016.0,0.0016252959945372,8966.0,100.0,0.0,99.0,100.0,8726.9,735717.6,4.0,0.6,0.7,100.0,735613.8,88.3,98.0,19196.2,0
2018-05-07 15:33:37,220850.0,8.0,2313682944.0,790592656.0,89128960.0,0.0,0.0,2297430016.0,217057352.0,105741832.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,2.0,0.001108,0.003306,0.0,38.930426,96141312.0,71041024.0,0.0016252959945372,9313.5,99.0,0.0,100.0,97.0,8751.7,735693.3,15.0,1.3,343.1,99.0,735421.7,82.8,92.1,23789.8,0
2018-05-07 15:33:38,222460.0,10.0,2313682944.0,992749144.0,89128960.0,0.0,0.0,2297430016.0,256082856.0,105741832.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,0.606086,1.808168,0.0,37.503172,97845248.0,72351744.0,0.0016252959945372,9316.9,97.1,2.0,99.0,100.0,8813.4,735631.2,29.9,2.6,486.0,100.0,735242.0,100.0,99.0,1570.1,0
2018-05-07 15:33:39,222460.0,10.0,2313682944.0,992749184.0,89128960.0,0.0,0.0,2297430016.0,303918984.0,105741832.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,1.0,3.0,0.606086,1.808168,0.0,35.497984,97845248.0,72351744.0,0.0016252959945372,9317.2,100.0,0.0,100.0,99.0,8821.9,735623.6,11.0,2.0,4.8,100.0,735239.8,98.0,99.0,1363.8,0
2018-05-07 15:33:40,222460.0,10.0,2313682944.0,1001085784.0,89128960.0,0.0,22.0,2297430016.0,708287928.0,105741832.0,89128960.0,-1,-1,-1,-1,-1,-1,-1,-1,2.0,4.0,0.606086,1.808168,0.0,34.950749,99418112.0,73400320.0,0.0016252959945372,9335.2,100.0,0.0,100.0,100.0,8847.1,735598.6,26.9,21.8,22.9,100.0,735107.9,98.0,74.0,14682.9,0
